SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,ReserveStatus,Reference,Latitude,Longitude,green_algae,brown_algae,acid_weed,bladder_chain_kelp,red_algae,articulated_coralline_algae,encrusting_coralline_algae,agar_weed,sea_tongue,miscellaneous_plants,sponges,club_tipped_anemone,orange_cup_coral,La_Jolla_cup_coral,ornate_tube_worm,colonial_sand_tube_worm,scaled_wormsnail,bryozoans,Southern_staghorn_bryozoan,aggregated_red_sea_cucumber,tunicates,Misc_Inverts,island_kelpfish,California_brown_sea_hare,Coronado_urchin,blackeye_goby,gumboot_chiton,chestnut_cowrie,Southern_sea_palm,threaded_abalone,oar_weed,blue_banded_goby,California_spiny_lobster,warty_sea_cucumber,ochre_sea_star,California_sea_palm,devil_weed,stalked_tunicate,California_hydrocoral,white_spotted_rose_anemone,rock_scallop,pink_abalone,green_abalone,red_abalone,Kellets_whelk,red_turban_snail,red_gorgonian,white_sea_urchin,giant_kelp,wavy_turban_snail,giant_keyhole_limpet,California_golden_gorgonian,brown_gorgonian,bat_star,giant_spined_sea_star,sunflower_star,red_sea_urchin,purple_sea_urchin,orange_puffball_sponge,queen_tegula,total_benthic_biomass,Non_targeted_invert_biomass,Targeted_invert_biomass,Carnivore_invert,Herbivore_invert,Planktivore_invert,Producer,total_biomass,richness_2005,shannon_2005,simpson_2005,copper_rockfish,kelp_surfperch,painted_greenling,rainbow_surfperch,Rockfish_YOY,sculpin_spp.,speckled_sanddab,surfperch_spp.,tubesnout,brown_rockfish,top_smelt,vermillion_rockfish,coralline_sculpin,gopher_rockfish,kelpfish_spp.,giant_kelpfish,kelp_greenling,soupfin_shark,larval_fish_spp.,swell_shark,bat_ray,fringehead_spp.,jack_mackerel,c_o_turbot,Pacific_angel_shark,black_rockfish,grass_rockfish,stripedfin_ronquil,ronquil_spp.,clingfish_spp.,crevice_kelpfish,shiner_surfperch,zebra_perch,spotted_kelpfish,bocaccio,prickleback_spp.,yellowtail,sanddab_spp.,Pacific_barracuda,horn_shark,California_moray_eel,zebra_goby,Pacific_bonito,yellowfin_fringehead,baitfish_spp.,Pacific_mackerel,onespot_fringehead,barred_sand_bass,sargo,thornback_ray,halfbanded_rockfish,white_seabass,plain_cardinalfish,giant_black_sea_bass,swallowtail_damselfish,broadnose_sevengill_shark,ocean_whitefish,blacksmith,black_surfperch,striped_surfperch,opaleye,rock_wrasse,garibaldi,halfmoon,lingcod,senorita,kelp_bass,rubberlip_surfperch,pile_perch,California_scorpionfish,cabezon,kelp_rockfish,black_and_yellow_rockfish,blue_rockfish,olive_rockfish,treefish,California_sheephead_female,California_sheephead_male,Non_targeted_fish_biomass,Targeted_fish_biomass,Carnivore_fish,Herbivore_fish,Piscivore,Planktivore_fish,total_fish_biomass,Mean_KFM_Anom,Mean_ONI_Anom,Mean_PDO_Anom
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2005,Outside,TRUE,33.90146667,-120.1029667,0,0,0.33,9.83,20.17,5.17,14.000000000000002,0,1.5,0,9.17,2.17,2.5,1.17,0.5,0.33,0,21,2,0,10.67,13.170000000000002,0,0,0,0,0,500,0,0,83.4,0,0,333.4,0,583.4,0,11750,0,47.2,0.6246253224699192,0,0,2.652014237140659,1.1037962411707274,0,0,0,58.328186324390245,0,0.322432722876386,0,0,42.643308677064155,15.290010045673508,190.77847360406685,135.70545358255328,0.9016767155116882,22.823435971726745,0,471.17341344464415,275.41135197406,195.76206147058417,249.81558856797523,139.581577258082,23.448061294196663,58.328186324390245,493.2111034843366,68,1.412919777229603,0.8911090157067078,0,10,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.874154859463522,1.5530715574405314,1.861548981408166,0,0,1.0504024739320097,0,3.6099864958587697,0.7920732960985739,0,0.22713284257234212,1.0248045580753746,0,0,1.0536011538718355,0.7166878277885101,0.9974655893745746,1.0081558637607109,0,1.661461587405479,1.6071429526420684,11.38318856899052,10.654501470701948,8.98556495347597,0,6.388431341279826,6.66369374493667,22.037690039692468,-0.07489618579223774,0.04166666666666667,0.01833333333333333
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,Outside,TRUE,33.90146667,-120.1029667,0.16999999999999998,0,0,3.17,31.17,2.83,12.33,0,0.16999999999999998,0.33,1,0.67,0.67,0.67,0.33,1.67,0,18.33,1,0,19.5,17.169999999999998,0,0,0,250,0,1583.4,0,0,250,0,0,166.6,0,1000,0,7166.5999999999995,0,88.8,3.7322436152437457,0,0,5.785538122565167,0.9000927432156212,0,0,0,44.70620760382979,0,1.018578630954939,0,0,31.97300703625774,10.350934943833552,61.39369756522341,323.5676236321198,12.884090707822606,16.31910299928556,0,512.6311176003519,139.724950005943,372.906167594409,104.61773228853032,343.2558310934625,20.051346614529304,44.70620760382979,545.2266003060954,76,2.048886230566898,0.8478050123538011,0,10,23,6,5,4,0,0,0,0,50,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9763057478489685,1.2541061379852756,0.840686813711064,0.8882196316367645,0,1.6142770763181105,0.8213709817529797,0,0.9255319163288908,1.1285003364844046,0,0.6832030387169165,0,0,12.643213846462029,1.1402845554023318,0.9631137616419846,1.043522274133887,0.5027076751533789,1.5632959595244078,1.6071429526420684,12.003701344298973,20.59178136144449,7.562711978897843,1.7095906133897445,16.45822868763603,6.864951425819844,32.59548270574346,-0.1503844481339264,0.08749999999999998,-0.5166666666666666
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,Outside,TRUE,33.90146667,-120.1029667,0,0.16999999999999998,0.5,3.3300000000000005,33.67,2.5,7.33,0,5.83,0,4.17,1.83,0.5,1,1.3299999999999998,9.17,0,22.33,1.67,0,9,28.999999999999996,0,0,0,333.4,0,1000,0,0,666.6,0,0,500,0,583.4,0,12583.4,0,25,3.5881898382084265,0,0,8.395474880279503,0.3760725753347711,0,0.02880053403670222,0,48.837803869144736,0,0.6238881327924278,0,0,57.011979240060086,11.679909365461864,48.60693676623377,233.0634877088752,0.9441663213782472,17.37433095952,0,430.53104019132576,144.6654861997626,285.86555399156316,117.6748979470905,243.0270170433254,20.991321331765132,48.837803869144736,443.7713457657148,77,1.7331417064452026,0.8745934330671222,0,111,11,1,3,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19439942790137876,1.4419327394909056,0.6487724967372736,0.674222367455661,0,0.5685417750642553,0,0,0.7403877066828243,0.06224963996320601,0.22713284257234212,0.6951921647925069,0,0,2.9457090683847156,0.7845837675396319,0,0.4196939158125591,0.00609704234942369,0.8596239262289976,2.9717666934133455,5.1905815206971475,8.049724053691879,7.412962638299627,0.674222367455661,4.218333434049536,0.934787134584203,13.240305574389026,-0.4392891171442284,-0.6175,-0.9416666666666668
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,Outside,TRUE,33.90146667,-120.1029667,0.5,0,1,1,56.330000000000005,6.5,10.33,0,7.17,0,5.33,2,1.17,0.83,3.5000000000000004,3.5000000000000004,0.33,41.33,0,0,14.67,8,0,0,0,166.6,0,166.6,0,0,1250,0,0,0,0,3416.8,0,12333.4,0,25,2.2029076817118245,0,0,11.94395009778872,1.1254648284055009,0,0,0,53.232352906875,0.7666980317382299,0.7695076235881122,0,0,84.91189563158444,21.91315764566749,122.75769970198732,27.298781091447633,0.4110240546368326,13.10768478298374,0,340.4411240784148,255.8149195382367,84.6262045401782,231.474915839383,40.4232628674613,15.310592464695564,53.232352906875,352.77786829709567,76,1.615668598000385,0.8550439096559579,0,18,19,4,15,2,0,2,0,0,49,0,0,1,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9036737442645668,2.262908234532107,0.3326865016182388,0,0.20958347650146733,0.5221958657621075,0.25648077219123844,0,0.601091082918311,0.02851133729954722,0.16028602371007383,0.2164312962348948,0,0,3.316631395607854,1.3092394673773229,0.06328757184587207,0.13297075295528693,0.15039041916386597,0.26323332405599353,1.6071429526420684,5.465336997733006,6.871407220947811,5.574467675056952,0.25648077219123844,4.937743372403877,1.5680523990287498,12.336744218680815,-0.1708477924884065,-0.7841666666666667,-1.5
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,Outside,TRUE,33.90146667,-120.1029667,0.33,0,0.33,1,67,7.5,20.67,0,14.499999999999998,0,4,1.67,2.17,0.33,0.83,0.33,0.16999999999999998,33.17,3,0,20.17,16.830000000000002,0,8.4,0,166.6,0,166.6,0,0,1833.4,0,0,0,0,1333.2,0,6000,0,27.799999999999997,0.8833096412327671,0,0,25.409556205671244,0.8055031724630997,0,1.0503624880335842,0,45.897411173066665,22.30243710895674,1.4406445549119384,0,0,153.6510849398152,17.25478898999359,40.275217940055114,47.102898592127694,6.171747103016282,14.878204912946872,0,377.1231668222908,260.1316071344438,116.99155968784696,234.28903215128375,80.12484645572715,16.811877042213222,45.897411173066665,402.170950876443,78,2.062281547953571,0.8673444585798817,0,7,13,3,32,3,0,0,2,0,0,0,0,0,0,3,0,0,82,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8607712743594527,2.132807385672973,1.692451358103783,0.674222367455661,0.0869048101565005,0.5448134914119515,0,0,0.5753758034569684,0.2835576793424848,0.6487227925318475,0.03049244712249929,0,0.5457725101700385,3.821459883638997,1.0501435087522806,0.9745643708861812,7.826825587528361,0.2060248717275949,0.8807676621572131,2.2121062496773933,7.246561730271637,17.801222323880545,8.229066196834161,0.674222367455661,13.733784041159756,2.4107114487026022,25.04778405415218,-0.07479326055314894,0.28583333333333333,-1.935
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,Outside,TRUE,33.90146667,-120.1029667,0,0,0,0.67,42,5.5,10.67,0,5.5,0,6.5,1.5,2,0.67,1.67,14.330000000000002,0.16999999999999998,36.67,0.33,0,20,17.330000000000002,83.4,0,0,83.4,0,583.4,83.4,0,1499.9999999999998,0,0,83.4,0,833.2,0,10250,0,52.8,2.10290263978209,0,0,18.637629562239542,0.23130518207476444,0,0,0,42.5231500613,1.0807019217342269,2.0431631496364893,0,0,164.23567598823573,15.734390856627522,61.98832104901015,446.5515253901423,15.568579427427329,25.941565450667667,0,796.6389106788778,304.14932548384445,492.4895851950333,243.2703949976824,482.8008975294457,28.04446809044976,42.5231500613,826.0899552553751,80,2.019376078516116,0.8754970950685816,1,16,43,11,175,5,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3650586343983472,6.368300892928561,2.008837062709298,1.102216895817868,0.18273997346832865,1.2723460904929165,0,0.6813155584063295,0.33119386236841014,1.179499652825016,0.5232283883189328,2.073631057358829,0,0,7.03165654469648,2.2305857150389543,0.5996904209583741,2.0712317542760603,0.25188811032628855,1.1776239621083902,0,14.227552857861491,15.223491718635891,13.606707427385256,1.102216895817868,13.446177335569129,1.2959429177251314,29.451044576497384,-0.3527776911114442,-0.48666666666666664,-1.2475
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,Outside,TRUE,33.90146667,-120.1029667,0.16999999999999998,2.33,0.33,0.33,76.83,8.5,13.33,0,20.5,0.16999999999999998,3,2.5,1,0.83,4,11.67,0.16999999999999998,44.83,0.83,0,11.5,14.829999999999998,0,0,0,83.4,0,416.6,500,0,5083.4000000000005,0,0,166.6,0,1416.6,0,6250,0,38.8,1.7882901078687732,0,0,23.552136107832975,0,0,0,0,53.974119544375,0,3.191783853824903,0,0,141.0405012064475,19.073212523132742,52.841234164714926,141.7429575260075,5.817000606668269,17.76383446291848,0,460.78507010379104,263.27970292553977,197.50536717825128,212.95494789429517,174.30387809433364,19.552124570787253,53.974119544375,519.4415068913562,82,2.1112994620891055,0.8668742324495152,0,9,25,2,8,1,0,0,0,0,44,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25654285410660743,4.812188797276943,1.0387755019483664,0.674222367455661,0.20129357776425968,1.0178768723943332,1.2320564726294696,0,0.36290003634408535,0.7435306979389621,0.4848363714978609,1.4311582756336307,0,0.10172702217661476,4.762097377282968,1.6425704576861253,0.3961366321002975,37.76118541703607,1.058911848444141,0.6784262078487907,0,11.511851127051218,47.14458566051397,9.664555604364184,1.9062788400851307,46.07002282056488,1.0155795225509905,58.656436787565184,-0.39369772257444247,-0.8641666666666666,-1.455833333333333
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,Outside,TRUE,33.90146667,-120.1029667,0,0,0,0.16999999999999998,53.5,2.5,3,0,10.67,0,1.67,0.16999999999999998,0,0,1,5.33,0,32.83,0,0,2.5,5.83,0,11.2,0,1166.6,0,666.6,0,0,2250,0,0,0,0,1583.2000000000005,0,6083.4000000000005,0,47.2,1.5132393395141688,0,0,18.47076102603392,0.39477057668200033,0,0,0,61.81877214869159,1.430028978366254,1.6378089125932418,0,0,228.21883146359252,14.15235492721624,50.34810330480048,51.682365328818705,8.534496092887798,14.12441136744985,0,452.3259434666468,335.4867670945741,116.83917637207271,294.5440892506575,80.32543136033367,15.63765070696402,61.81877214869159,481.8814298735036,84,2.118913202350342,0.7861969903219885,0,17,28,0,27,4,0,0,3,1,78,0,0,4,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30421454725367075,3.4096808420217286,2.3738230486300607,1.3162141599989716,0.1084655974693724,1.5950160207034525,0.06929878931513614,0,0.8553131723167291,0.12136638524137083,0.3710593184377528,0.9593544779627464,0,0,5.627079716026881,1.3529685924050996,2.364748075251224,4.8392082230668025,1.1462996894013104,2.741375751354475,0,11.36243997410962,18.193046432747163,11.558775056579588,1.3855129493141078,13.086922606141464,3.524275794821624,29.555486406856783,0.13966640938124764,-0.14,-1.8833333333333333
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,Outside,TRUE,33.90146667,-120.1029667,0.16999999999999998,0.33,0.16999999999999998,0,56.00000000000001,8,11.5,0.16999999999999998,2,1.17,1.67,1.67,2,0,2.17,8.67,0,34.67,1.17,0,18.33,29.67,0,0,0,750,0,666.6,0,0,2333.2000000000003,0,0,0,0,2416.6,0,2583.4,0,108.4,3.5700458512077433,0,0,33.71572915172639,0,0,0,0,52.5382712675,0.7189351975005178,3.5235302680660743,0,0,138.6069357860456,11.805578321464877,216.8082901216521,44.42946094461075,2.0854181713833797,23.745062625572483,0,531.54725770673,430.29054444591094,101.256713260819,367.9397394266631,83.7541385357866,27.315108476780228,52.5382712675,565.0030344715855,80,2.3600639298683475,0.8686955343893287,0,19,40,0,243,3,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3537766413765405,2.555162049597329,1.467031556016639,0.8882196316367645,0.18273997346832865,1.427501873048595,0,0,0.18833087613628668,0.00471562116615443,0,1.0541391328065126,0,0,12.498662985527352,0.7980066536791649,3.2774967658562435,7.169734515128137,0.58751868895437,1.0027398004570507,0,8.116901734086996,25.33887503076847,7.689314385394456,0.8882196316367645,21.05863846445518,3.819604283369071,33.45577676485547,-0.06535697544864583,-0.31916666666666665,-1.53
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,Outside,TRUE,33.90146667,-120.1029667,0,0.33,0,0.83,58.330000000000005,9.17,21.17,0,3.83,0,5.33,2.67,2.17,1.5,3,1.3299999999999998,1,33.5,2.17,0,7.17,9.83,0,13.8,0,83.4,0,750,0,0,5500,0,0,83.4,0,2250,0,2500,0,83.4,8.027328817002724,0,0,19.22588239739071,0,0,0,0.8755157553738608,59.87129760389937,26.76088309265492,4.065316513247391,0,0,117.7868423649106,0.06061367094863535,0,251.4114798394408,356.0663072910853,17.451801217768082,0,861.6032685637224,515.5322792107246,346.0709893529978,144.60833912851416,631.6445017965381,25.479130034770805,59.87129760389937,906.9511760847151,79,1.2248874872740827,0.8597968478585281,0,38,10,0,34,2,0,0,0,0,22,0,0,0,0,1,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985030062106487,3.3736949487293733,2.8080747126566976,3.456186801810007,0.44245514444829104,1.1420014984388762,0.16159293173860906,0,0.49566596073910063,0.07222570656802063,0.3710593184377528,3.803785433937157,0,0,9.237875482537628,1.6373774558342762,6.258084254271748,0.8835038138499552,1.0959947066139524,4.2706147565549495,4.852684531719925,17.03954681304235,28.308360707950456,21.06437034492302,3.617779733548616,12.926977165403834,7.738780277117336,45.347907520992806,1.5927373015373882,0.11416666666666668,-0.25083333333333335
